,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date.1,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,Tender ID.1,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
286,2019_CEUFZ_417277_1,4526/2A/2019-20 Date 04.12.2019,Construction of janpad Sultanpur mai Gabhariya railway over bridge,As Per NIT,Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,28-Dec-2019 09:00 AM,,31-Dec-2019 12:00 PM ,90.0,No ,No,Online,03-Jan-2020 12:30 PM,Chief Engineer PWD Faizabad Zone||Sultanpur-Amethi Circle PWD Sultanpur||EE Provincial Division PWD Sultanpur,Sultanpur.,228001.0,2.0,"27,46,000",SHEETALA CONSTRUCTION,"1,369,667.25",Accepted-AOC,15-Feb-2020,Chief Engineer PWD Faizabad Zone||Sultanpur-Amethi Circle PWD Sultanpur||EE Provincial Division PWD Sultanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 1, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Bridge': 1}",2020_03,,NA,Sultanpur,Sultanpur,Sultanpur,'SULTANPUR',P.P.KAMAICHA,,SULTANPUR,,P.P.KAMAICHA
23,2019_CEUVZ_407187_1,Letter No. 6857/183 Com-Vns Circle/19 Dt. 21-11-19,Janpad Varanasi me Chaukaghat Lahartara marg per 4 Lane Uprigami Setu ke dono taraf service road and existing carriageway ke restoration ka karya,Janpad Varanasi me Chaukaghat Lahartara marg per 4 Lane Uprigami Setu ke dono taraf service road and existing carriageway ke restoration ka karya,Works,Open Tender,Percentage,Civil Works,No,No,NA ,25-Nov-2019 12:00 PM,,26-Nov-2019 12:00 PM ,90.0,No ,No,Online,30-Nov-2019 12:30 PM,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD VARANASI",Varanasi,221002.0,2.0,"4,00,00,000",M/S SANJAY CONSTRUCTION,"33,329,716.68",Not Admitted-Finance,03-Jan-2020,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD VARANASI",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_01,,NA,Varanasi,Varanasi,Varanasi,,,,,,
220,2020_CEUVZ_429356_6,432/15A Dated 25-01-2019,Ashapur Musium marg per road cutting ke restoration ka karya,Ashapur Musium marg per road cutting ke restoration ka karya,Works,Open Tender,Percentage,Civil Works,No,No,NA ,30-Jan-2020 12:00 PM,,NA ,90.0,No ,No,Online,04-Feb-2020 12:30 PM,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD VARANASI",Varanasi,221002.0,2.0,"6,00,000",MUNNA LAL SONKAR,"590,697",Rejected-Technical,27-Feb-2020,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD VARANASI",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_02,,NA,NA,Varanasi,Varanasi,,,,,,
288,2019_NNVAR_368252_12,03/2019-20,Mohalla nagawan ward No.-11 me masjid se Littlie Flower House and Assi chauraha Ravidaas ghat ki taraf ka marg and N 1/15-P-2-E ke paas IPDS dwara khode gaye trench ka marammat/sudhar karya.,Mohalla nagawan ward No.-11 me masjid se Littlie Flower House and Assi chauraha Ravidaas ghat ki taraf ka marg and N 1/15-P-2-E ke paas IPDS dwara khode gaye trench ka marammat/sudhar karya.,Works,Open Tender,Percentage,Civil Works,No,No,NA ,06-Aug-2019 10:00 AM,,NA ,30.0,No ,No,Offline,22-Aug-2019 10:00 AM,Varanasi Nagar Nigam Varanasi,Nagar Nigam Varanasi,221010.0,1.0,"3,47,058",M/S sri shakti enterprises,"378,979.19",Rejected-Technical,05-Mar-2020,Varanasi Nagar Nigam Varanasi,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 2, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,False,Others,,2020_03,,NA,NA,Varanasi,Varanasi,,,,,,
353,2020_CEUVZ_442115_2,916/15A Dated 24-02-2020,Lahartar BHU marg per road cutting ke restoration ka karya (HMP) Km.-4 and 5,Lahartar BHU marg per road cutting ke restoration ka karya (HMP) Km.-4 and 5,Works,Open Tender,Percentage,Civil Works,No,No,NA ,02-Mar-2020 12:00 PM,,NA ,90.0,No ,No,Online,07-Mar-2020 12:30 PM,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD VARANASI",Varanasi,221002.0,2.0,"30,00,000",BAJRANG BALI ENTERPRISES,"2,862,519.54",Accepted-AOC,21-Mar-2020,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD VARANASI",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Pre-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_03,,NA,NA,Varanasi,Varanasi,,,,,,
354,2020_CEUVZ_442115_3,916/15A Dated 24-02-2020,Lahartar BHU marg per road cutting ke restoration ka karya (HMP) Km.-6 and 7,Lahartar BHU marg per road cutting ke restoration ka karya (HMP) Km.-6 and 7,Works,Open Tender,Percentage,Civil Works,No,No,NA ,02-Mar-2020 12:00 PM,,NA ,90.0,No ,No,Online,07-Mar-2020 12:30 PM,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD VARANASI",Varanasi,221002.0,2.0,"30,00,000",BAJRANG BALI ENTERPRISES,"2,825,277.42",Accepted-AOC,21-Mar-2020,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD VARANASI",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Pre-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_03,,NA,NA,Varanasi,Varanasi,,,,,,
378,2020_UPIDC_431022_1,05 / EE / 2019-20,Renovation of C.C.Road from Room T-1 to T-4 and 9-1 to 9-8 and Old Temple at Varunapuram Irrigation Colony Sigra Varanasi,Renovation of C.C.Road from Room T-1 to T-4 and 9-1 to 9-8 and Old Temple at Varunapuram Irrigation Colony Sigra Varanasi,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,05-Feb-2020 11:00 AM,,NA ,90.0,No ,No,Offline,11-Feb-2020 11:30 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||MDD, varanasi",Sinchai Colony Sigra Varanasi,221010.0,2.0,"8,77,000",M/S ARUN ENTERPRISES,"814,506.75",Rejected-AOC,02-Mar-2020,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||MDD, varanasi",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 2, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'renovation': 2},2020_03,,NA,Varanasi,Varanasi,Varanasi,,,,,,
396,2020_UPJNM_434564_1,319/ E TENDER/06 DT 06-02-2020,Complete repairing of 800mm x 800mm sluice gate at Ramnagar SPS Varanasi,Complete repairing of 800mm x 800mm sluice gate at Ramnagar SPS Varanasi,Works,Open Tender,Item Rate,Repair and Maintenance Works,No,No,NA ,14-Feb-2020 10:00 AM,,NA ,180.0,No ,No,Offline,26-Feb-2020 02:00 PM,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Varanasi)||SE, CC (E-M), Varanasi||EE Yantrik Division (2nd) Varanasi",VARANASI,221007.0,2.0,"4,00,000",JAI BHARAT INDUSTRIES,"373,062",Accepted-AOC,20-Mar-2020,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Varanasi)||SE, CC (E-M), Varanasi||EE Yantrik Division (2nd) Varanasi",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 2, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'repairing': 2},2020_03,,NA,Varanasi,Varanasi,Varanasi,,,,,,
0,2018_GNIDA_264925_10,GM/PROJECT/2018/407 DATED 22.10.2018,"Providing and laying interlocking tiles and construction of drain from G.T. road to Sidh Baba Mandir and Khichchu home to Raju home in village Khera Dharampura (Mazra Chhapraula), Greater Noida","Providing and laying interlocking tiles and construction of drain from G.T. road to Sidh Baba Mandir and Khichchu home to Raju home in village Khera Dharampura (Mazra Chhapraula), Greater Noida",Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,26-Oct-2018 06:00 PM,,NA ,90.0,No ,No,Offline,16-Nov-2018 11:00 AM,Greater Noida Industrial Development Authority,GREATER NOIDA,201308.0,2.0,"85,88,673",M/s SHANTI CONSTRUCTION COMPANY,"6,700,023.98",Rejected-Finance,31-Jan-2020,Greater Noida Industrial Development Authority,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,NA,NA,,,,,,
41,2019_DOLBU_412087_1,382/npk/sfc-lf/2019-20,const of cc interlocking tiles and drain in ward no 7 moh islamabad chote ke hamid to saeed,const of cc interlocking tiles and drain in ward no 7 moh islamabad chote ke hamid to saeed,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,10-Dec-2019 05:00 PM,,NA ,30.0,No ,No,Offline,03-Jan-2020 04:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,NP KITHORE,250104.0,2.0,"2,82,000",M/S ADITYA TRADERS,"280,590",Accepted-AOC,07-Jan-2020,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_01,,NA,NA,NA,NA,,,,,,
43,2019_DOLBU_412099_1,382/npk/sfc-lf/2019-20,const of cc inter locking tiles and drain in ward no 15 from deewan shamshad to asif and adjoining,const of cc inter locking tiles and drain in ward no 15 from deewan shamshad to asif and adjoining,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,10-Dec-2019 05:00 PM,,NA ,30.0,No ,No,Offline,03-Jan-2020 04:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,NP KITHORE,250104.0,2.0,"11,74,100",GORAV MISHRA CONTRACTOR,"1,174,100",Accepted-AOC,07-Jan-2020,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_01,,NA,NA,NA,NA,,,,,,
44,2019_DOLBU_412103_1,382/npk/sfc-lf/2019-20,const of cc interlocking tiles and drain in ward no 9 moh upadiyan from babu shop to khanshiri chakki,const of cc interlocking tiles and drain in ward no 9 moh upadiyan from babu shop to khanshiri chakki,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,10-Dec-2019 05:00 PM,,NA ,30.0,No ,No,Offline,03-Jan-2020 04:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,NP KITHORE,250104.0,2.0,"14,05,400",GORAV MISHRA CONTRACTOR,"1,405,400",Accepted-AOC,07-Jan-2020,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_01,,NA,NA,NA,NA,,,,,,
45,2019_DOLBU_412106_1,382/npk/sfc-lf/2019-20,const of cc interlocking tiles drain and slab of nala in ward no 1 behind GM inter college near parvez haleem plot,const of cc interlocking tiles drain and slab of nala in ward no 1 behind GM inter college near parvez haleem plot,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,10-Dec-2019 05:00 PM,,NA ,30.0,No ,No,Offline,03-Jan-2020 04:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,NP KITHORE,250104.0,2.0,"68,800",FIROJ KHAN,"68,800",Accepted-AOC,07-Jan-2020,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_01,,NA,NA,NA,NA,,,,,,
46,2019_DOLBU_412113_1,382/npk/sfc-lf/2019-20,const of cc interlocking tiles and drain in ward no 14 moh munsabpura from mohd ahmed to iliyas west side of rajwaha,const of cc interlocking tiles and drain in ward no 14 moh munsabpura from mohd ahmed to iliyas west side of rajwaha,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,10-Dec-2019 05:00 PM,,NA ,30.0,No ,No,Offline,03-Jan-2020 04:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,NP KITHORE,250104.0,2.0,"72,100",FIROJ KHAN,"72,100",Accepted-AOC,07-Jan-2020,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_01,,NA,NA,NA,NA,,,,,,
